DATE,CODE,ITEM DESCRIPTION,SIZE,QTY IN Cin7,ACTUAL QTY found,QTY,STAFF,MANAGER FIXED,DATE FIXED,NOTES
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
,,,,,,0,,,,
