Product,Options,Solvantis Variant ID,Shopify Product ID,Shopify Variant ID,Shopify Inventory Item ID,Previous Solvantis SKU,Previous Shopify SKU,Restored OG SKU,Leading Apostrophe Normalized,IMS Verified,Shopify Verified
Ada Linen Shorts - Yellow - GDS,Size: S,2c4916de-b1e9-4533-891c-26d6778364d4,7293224943773,42015180325021,44113908859037,GDS109-2,GDS109,GDS109,no,yes,yes
Ada Linen Shorts - Yellow - GDS,Size: XL,163112da-9414-468d-a236-c1a18468f44e,7293224943773,42015180423325,44113908957341,GDS109-5,GDS109,GDS109,no,yes,yes
Ada Midi Linen Dress - Mustard/Yellow - GDS,Size: L,94743279-539a-4fad-a36f-060bc1614033,7191356309661,41594489569437,43691459510429,2803317 - GDS BOX11-4,2803317 - GDS BOX11,2803317 - GDS BOX11,no,yes,yes
Ada Midi Linen Dress - Mustard/Yellow - GDS,Size: M,7cf89fc4-9c38-407c-8daa-8d796c20ee70,7191356309661,41594489536669,43691459444893,2803317 - GDS BOX11-3,2803317 - GDS BOX11,2803317 - GDS BOX11,no,yes,yes
Ada Midi Linen Dress - Mustard/Yellow - GDS,Size: S,6a2ecb8b-fc08-4ba4-a387-c0ec0d3612f0,7191356309661,41594489503901,43691459412125,2803317 - GDS BOX11-2,2803317 - GDS BOX11,2803317 - GDS BOX11,no,yes,yes
Ada Midi Linen Dress - Mustard/Yellow - GDS,Size: XL,216bc3a5-686f-46b7-9c1d-11485aa99df2,7191356309661,41594489602205,43691459543197,2803317 - GDS BOX11-5,2803317 - GDS BOX11,2803317 - GDS BOX11,no,yes,yes
Ada Midi Linen Dress - Navy - GDS,Size: L,3d3a31fb-9c15-41e3-9086-8cdd815eda1a,8576027099441,45733225988401,47779808674097,280 3317A - BOX 9 GDS-4,280 3317A - BOX 9 GDS,280 3317A - BOX 9 GDS,no,yes,yes
Ada Midi Linen Dress - Navy - GDS,Size: M,56ae402c-6b0f-454b-a8e5-8fb141fe1107,8576027099441,45733225922865,47779808641329,280 3317A - BOX 9 GDS-3,280 3317A - BOX 9 GDS,280 3317A - BOX 9 GDS,no,yes,yes
Ada Midi Linen Dress - Navy - GDS,Size: S,33306345-8417-4d0e-924b-0f9375b39cdc,8576027099441,45733225857329,47779808608561,280 3317A - BOX 9 GDS-2,280 3317A - BOX 9 GDS,280 3317A - BOX 9 GDS,no,yes,yes
Ada Midi Linen Dress - Navy - GDS,Size: XL,774933e1-6cd4-4175-bb5b-186a77a0c83a,8576027099441,45733226021169,47779808706865,280 3317A - BOX 9 GDS-5,280 3317A - BOX 9 GDS,280 3317A - BOX 9 GDS,no,yes,yes
Ada Midi Linen Dress - Pink,Size: L,b0d914a4-4231-4ecc-847d-ea312678471a,8006153077041,43944660205873,45994155114801,280 3317-2,280 3317,280 3317,no,yes,yes
Ada Midi Linen Dress - Pink,Size: S,4af87ceb-e0b1-4549-a52e-8bad7574078d,8006153077041,43944660140337,45994155049265,280 3317 mkt-2,280 3317 mkt,280 3317 mkt,no,yes,yes
Ada Midi Linen Dress - Pink,Size: XL,33460ebb-64e3-470d-ab9d-62d73a4c5c6f,8006153077041,43944660238641,45994155147569,280 3317-3,280 3317,280 3317,no,yes,yes
Ada Mini Linen Dress - Khaki - GDS,Size: L,5dc5de4a-4bba-4544-b369-a3cc9b147f3a,8576063471921,45733385961777,47779968713009,280 3318A Box 6 GDS-4,280 3318A Box 6 GDS,280 3318A Box 6 GDS,no,yes,yes
Ada Mini Linen Dress - Khaki - GDS,Size: M,fdd77bca-3785-4d74-b8bb-156d39e6a492,8576063471921,45733385929009,47779968680241,280 3318A Box 6 GDS-3,280 3318A Box 6 GDS,280 3318A Box 6 GDS,no,yes,yes
Ada Mini Linen Dress - Khaki - GDS,Size: S,ffb653a1-7be4-4e33-b261-b9f91065c5a8,8576063471921,45733385896241,47779968647473,280 3318A Box 6 GDS-2,280 3318A Box 6 GDS,280 3318A Box 6 GDS,no,yes,yes
Ada Mini Linen Dress - Khaki - GDS,Size: XL,b34da2c9-b96e-4150-9907-99212a57a346,8576063471921,45733385994545,47779968745777,280 3318A Box 6 GDS-5,280 3318A Box 6 GDS,280 3318A Box 6 GDS,no,yes,yes
Ada Mini Linen Dress - Navy/Blue - GDS,Size: L,3de373b5-a950-4ec6-aa8d-bbb9830c944b,8576079200561,45733452415281,47780035166513,280 3318A Box 11-4,280 3318A Box 11,280 3318A Box 11,no,yes,yes
Ada Mini Linen Dress - Navy/Blue - GDS,Size: M,e523f000-35a0-478b-baa1-68341b6d03f6,8576079200561,45733452382513,47780035133745,280 3318A Box 11-3,280 3318A Box 11,280 3318A Box 11,no,yes,yes
Ada Mini Linen Dress - Navy/Blue - GDS,Size: S,e09a37d2-5eb6-425c-a3d7-323cf11795d0,8576079200561,45733452349745,47780035100977,280 3318A Box 11-2,280 3318A Box 11,280 3318A Box 11,no,yes,yes
Ada Mini Linen Dress - Navy/Blue - GDS,Size: XL,3a2459f4-e758-4c46-b450-60515cc9c7bb,8576079200561,45733452448049,47780035199281,280 3318A Box 11-5,280 3318A Box 11,280 3318A Box 11,no,yes,yes
Adalee Midi Dress - Multicolour,Size: 10,3359d264-e628-432c-ab2b-217aafc434df,9495207706929,48749154763057,50796566085937,ADALEE - T4-3,ADALEE - T4,ADALEE - T4,no,yes,yes
Adalee Midi Dress - Multicolour,Size: 12,94ca6d10-8f5d-421b-b994-31ec704bed17,9495207706929,48749154795825,50796566118705,ADALEE - T4-4,ADALEE - T4,ADALEE - T4,no,yes,yes
Adalee Midi Dress - Multicolour,Size: 14,33d01a6c-6650-4436-abc1-c1c2cde26e51,9495207706929,48749154828593,50796566151473,ADALEE - T4-5,ADALEE - T4,ADALEE - T4,no,yes,yes
Adalee Midi Dress - Multicolour,Size: 8,ec166be6-6d8c-4411-ae2b-e8d5a1d0a4ca,9495207706929,48749154730289,50796566053169,ADALEE - T4-2,ADALEE - T4,ADALEE - T4,no,yes,yes
Agnes Long Dress - Beige/white - GDS,Size: 10/S,d3289239-dbab-4153-aaed-3befb63d2fa5,7191297360029,41594282672285,43691252514973,2803328-2,2803328,2803328,no,yes,yes
Agnes Long Dress - Beige/white - GDS,Size: 12/M,9a9ee9ae-6412-4ca3-8136-b8471f649cc7,7191297360029,41594282705053,43691252547741,2803328-3,2803328,2803328,no,yes,yes
Agnes Long Dress - Beige/white - GDS,Size: 14/L,0631eca3-c6bb-4a0b-94f3-2802de5ccce0,7191297360029,41594282737821,43691252580509,2803328-4,2803328,2803328,no,yes,yes
Agnes Long Dress - Beige/white - GDS,Size: 16/XL,8a38ef84-64f2-464b-bac8-8fb01d25b613,7191297360029,41594282770589,43691252613277,2803328-5,2803328,2803328,no,yes,yes
Agnes Long Sleeve Embroidery Dress,Size: 10/S,7da93a21-fb0b-438c-b879-f00b4f9ede1b,8576125665585,45733647221041,47780229972273,Box 11 GDS-2,Box 11 GDS,Box 11 GDS,no,yes,yes
Agnes Long Sleeve Embroidery Dress,Size: 12/M,fc912d46-ec9b-4b01-ba79-09f79fb24d38,8576125665585,45733647253809,47780230005041,Box 11 GDS-3,Box 11 GDS,Box 11 GDS,no,yes,yes
Agnes Long Sleeve Embroidery Dress,Size: 14/L,f4eaf4f3-1723-49e2-bfd1-7ffd78667eb9,8576125665585,45733647286577,47780230037809,Box 11 GDS-4,Box 11 GDS,Box 11 GDS,no,yes,yes
Agnes Long Sleeve Embroidery Dress,Size: 16/XL,48e33582-d683-40b6-a497-7eaf11ca575c,8576125665585,45733647319345,47780230070577,Box 11 GDS-5,Box 11 GDS,Box 11 GDS,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: 16,57e36f2c-f398-47fa-85b7-6aa4460d801a,7486579376285,42646557720733,44744169226397,JA129-RB013P - T3-6,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: 18,d4c93d74-8204-4cda-98a7-f0018181463d,7486579376285,42646557753501,44744169259165,JA129-RB013P - T3-7,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: 20,f64ed60f-6285-484e-9a54-7473da029937,7486579376285,42646557786269,44744169291933,JA129-RB013P - T3-8,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: L,d53ead6f-fa4f-4306-96cd-26f258fd0d0a,7486579376285,42646557655197,44744169160861,JA129-RB013P - T3-4,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: M,01926c45-45ee-44e3-882b-2b707ae83891,7486579376285,42646557622429,44744169128093,JA129-RB013P - T3-3,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: S,5fa49022-5c8d-4f03-914e-4d98ea8ba620,7486579376285,42646557589661,44744169095325,JA129-RB013P - T3-2,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alanah Top - Pink/Purple/Mustard,Size: XL,5dc23047-bdf6-4d36-908a-8d476ea4b7f7,7486579376285,42646557687965,44744169193629,JA129-RB013P - T3-5,JA129-RB013P - T3,JA129-RB013P - T3,no,yes,yes
Alba Maxi Dress - Pink Floral,Size: L,143eebfa-2e6e-422c-ad33-8ca53706c430,8632529223985,45979882750257,48026483196209,20161270#900 - A5-4,20161270#900 - A5,20161270#900 - A5,no,yes,yes
Alba Maxi Dress - Pink Floral,Size: M,d4ad6b75-db65-4f70-b9f7-224fd151e546,8632529223985,45979882717489,48026483163441,20161270#900 - A5-3,20161270#900 - A5,20161270#900 - A5,no,yes,yes
Alba Maxi Dress - Pink Floral,Size: S,b9ae8cc4-9d52-4b9a-974a-9e6e56f8cc73,8632529223985,45979882684721,48026483130673,20161270#900 - A5-2,20161270#900 - A5,20161270#900 - A5,no,yes,yes
Alba Maxi Dress - Pink Floral,Size: X,6e01a81a-4a8a-4b63-90e8-e4061e5ced7b,8632529223985,45979882783025,48026483228977,20161270#900 - A5-5,20161270#900 - A5,20161270#900 - A5,no,yes,yes
Aleena Dress - Cream - GDS,Size: L,910d7dae-c57f-4f02-9ca7-fdb31cf7b704,8725669577009,46267877490993,48314853294385,2801353 Box6 6 GDS-4,2801353 Box6 6 GDS,2801353 Box6 6 GDS,no,yes,yes
Aleena Dress - Cream - GDS,Size: M,3a19fc44-0f4a-4861-a2ec-6690299709d7,8725669577009,46267877458225,48314853261617,2801353 Box6 6 GDS-3,2801353 Box6 6 GDS,2801353 Box6 6 GDS,no,yes,yes
Aleena Dress - Cream - GDS,Size: S,c79c3c1c-e2f4-4f9d-9b51-1ca2f0b452ca,8725669577009,46267877425457,48314853228849,2801353 Box6 6 GDS-2,2801353 Box6 6 GDS,2801353 Box6 6 GDS,no,yes,yes
Aleena Dress - Cream - GDS,Size: XL,b3f74d1c-3ae3-4d1c-8276-75222fe4aa29,8725669577009,46267877523761,48314853327153,2801353 Box6 6 GDS-5,2801353 Box6 6 GDS,2801353 Box6 6 GDS,no,yes,yes
Alexis lace Midi Dress -  White,Size: L/14,e9b6ea09-0dce-49df-8825-e6ab084ed17c,9957161861425,49840091857201,51889675534641,2521 2103-5,2521 2103,2521 2103,no,yes,yes
Alexis lace Midi Dress -  White,Size: M/12,debd00c2-f883-4a0b-b572-ba3e41757a9e,9957161861425,49840091824433,51889675501873,2521 2103-4,2521 2103,2521 2103,no,yes,yes
Alexis lace Midi Dress -  White,Size: S/10,9d789989-4d32-40df-b2f8-8892021a9734,9957161861425,49840091791665,51889675469105,2521 2103-3,2521 2103,2521 2103,no,yes,yes
Alexis lace Midi Dress -  White,Size: XS/8,6689c889-90e6-4915-ae39-c3b515a53721,9957161861425,49840091758897,51889675436337,2521 2103-2,2521 2103,2521 2103,no,yes,yes
Alexis Midi Dress - Aqua,Size: 16,b454fe6a-d244-4d18-a469-0c12e02ef159,9909854044465,49710009844017,51757041680689,JA80-0878 - B9-7,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: 18,5ee4a56b-e6a8-41d8-8021-1d77aac05099,9909854044465,49710009876785,51757041713457,JA80-0878 - B9-8,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: L,44b6d258-d32f-48b5-a945-bac1d87caa82,9909854044465,49710009778481,51757041615153,JA80-0878 - B9-5,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: M,6f82fc86-3864-4861-9803-612be38329fe,9909854044465,49710009745713,51757041582385,JA80-0878 - B9-4,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: S,5abbf2ee-b6da-4f06-85c0-aa7bd1ee7780,9909854044465,49710009712945,51757041549617,JA80-0878 - B9-3,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: XL,f6e338b8-07a5-46e6-a38d-f799afb52980,9909854044465,49710009811249,51757041647921,JA80-0878 - B9-6,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Midi Dress - Aqua,Size: XS,4585d3cd-64d6-421b-9ce1-c2e1acb1aa9d,9909854044465,49710009680177,51757041516849,JA80-0878 - B9-2,JA80-0878 - B9,JA80-0878 - B9,no,yes,yes
Alexis Mini Dress - Aqua,Size: L,950ec9a7-08c0-4e7a-ac17-fabd75ce771b,9909846999345,49709996769585,51757028639025,JS80257NS-0878 - B9-5,JS80257NS-0878 - B9,JS80257NS-0878 - B9,no,yes,yes
Alexis Mini Dress - Aqua,Size: M,c5322774-fc61-4ced-aca7-eb0dba8f6793,9909846999345,49709996736817,51757028606257,JS80257NS-0878 - B9-4,JS80257NS-0878 - B9,JS80257NS-0878 - B9,no,yes,yes
Alexis Mini Dress - Aqua,Size: S,9903ff20-effb-44fc-8048-472372ad9f00,9909846999345,49709996704049,51757028573489,JS80257NS-0878 - B9-3,JS80257NS-0878 - B9,JS80257NS-0878 - B9,no,yes,yes
Alexis Mini Dress - Aqua,Size: XS,0862da8b-7f3a-47a4-8674-3792559f6280,9909846999345,49709996671281,51757028540721,JS80257NS-0878 - B9-2,JS80257NS-0878 - B9,JS80257NS-0878 - B9,no,yes,yes
Ali Kimono - Bright Pink,Size: L,06f6db8f-4f55-46cd-a9c1-ca0debeb0bff,7500623970461,42907666546845,45005943341213,HJ314 - T3-4,HJ314 - T3,HJ314 - T3,no,yes,yes
Ali Kimono - Bright Pink,Size: M,5d9c2d40-9121-4f8e-bafc-96af5b1496b1,7500623970461,42907666514077,45005943308445,HJ314 - T3-3,HJ314 - T3,HJ314 - T3,no,yes,yes
Ali Kimono - Bright Pink,Size: S,1257e86f-361d-4bb9-bd5f-a84f52e673a1,7500623970461,42907663794333,45005940621469,HJ314 - T3-2,HJ314 - T3,HJ314 - T3,no,yes,yes
Ali Kimono - Bright Pink,Size: XL,35b52a49-3e97-4348-b204-65862618d2ca,7500623970461,42907666579613,45005943373981,HJ314 - T3-5,HJ314 - T3,HJ314 - T3,no,yes,yes
Ali Kimono - Pink/Purple,Size: L,aff59cf2-37bf-4e9f-8658-8874aadb12b2,7500623184029,42907699478685,45005976273053,HJ314 - T4-4,HJ314 - T4,HJ314 - T4,no,yes,yes
Ali Kimono - Pink/Purple,Size: M,e4593829-6175-403d-a944-e1f7d14d71db,7500623184029,42907699413149,45005976240285,HJ314 - T4-3,HJ314 - T4,HJ314 - T4,no,yes,yes
Ali Kimono - Pink/Purple,Size: S,02cd8f44-b014-4780-aa2c-168778b65648,7500623184029,42907699380381,45005976207517,HJ314 - T4-2,HJ314 - T4,HJ314 - T4,no,yes,yes
Ali Kimono - Pink/Purple,Size: XL,e8f37a45-d10e-45b6-a8d2-1c6e2ee473dd,7500623184029,42907699511453,45005976305821,HJ314 - T4-5,HJ314 - T4,HJ314 - T4,no,yes,yes
Alice Cut Out Dress - Blue,Size: 10,e10682c6-a584-48c9-a183-8961a4709107,7277679149213,41929967272093,44028072427677,89383 - A-3,89383 - A,89383 - A,no,yes,yes
Alice Cut Out Dress - Blue,Size: 12,58b7268f-51a2-4b9b-a429-ba8258fbea35,7277679149213,41929967304861,44028072460445,89383 - A-4,89383 - A,89383 - A,no,yes,yes
Alice Cut Out Dress - Blue,Size: 8,88eca59f-6b19-45c3-9aa6-68f6536d4b4f,7277679149213,41929967239325,44028072394909,89383 - A-2,89383 - A,89383 - A,no,yes,yes
Alice Cut Out Midi Dress - Black,Size: 10,49ff1173-9f28-447f-8703-37ad0e5cf724,7277619118237,41929387311261,44027491319965,89383 - F-3,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Black,Size: 12,ed7200e7-fed6-42d7-8a17-ceb829e423e1,7277619118237,41934012547229,44032125501597,89383 - F-4,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Black,Size: 8,a0f45f7f-296a-474e-9d43-e0b4a2703a00,7277619118237,41929387212957,44027491221661,89383 - F-2,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Mint,Size: 10,bb7499b6-7605-4d98-8fb3-339e7dcc65ea,7277676003485,41929961046173,44028066201757,89383 - F-7,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Mint,Size: 12,bf5082fb-70d0-4981-9cbe-a8357b3257ba,7277676003485,41929961078941,44028066234525,89383 - F-8,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Mint,Size: 6,ac740999-6e9e-492e-8a18-276a477c341c,7277676003485,41929960980637,44028066136221,89383 - F-5,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - Mint,Size: 8,2a4e61c8-4af4-4cc3-92b9-fd7eee8846b2,7277676003485,41929961013405,44028066168989,89383 - F-6,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - White,Size: 10,9a6ca88c-f741-407f-aa53-b42731ffb039,7277647429789,41929509404829,44027613413533,89383 - F-11,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - White,Size: 12,d6404cd6-b2e7-437d-bfad-fc7dd7234516,7277647429789,41929509437597,44027613446301,89383 - F-12,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - White,Size: 6,72fc6214-4434-4af6-b1b4-299781c81697,7277647429789,41929509339293,44027613347997,89383 - F-9,89383 - F,89383 - F,no,yes,yes
Alice Cut Out Midi Dress - White,Size: 8,e3eb09e5-3dc5-49a9-9929-218305291c89,7277647429789,41929509372061,44027613380765,89383 - F-10,89383 - F,89383 - F,no,yes,yes
Alina Cotton Set - By Frankie,Size: L,b2767b71-da44-4d18-ba3c-5b00d6bf6a9d,10541935362353,52413536960817,54509555482929,79-2 - BF2-5,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: L,2d98539e-feed-45f8-9d2c-7566f3739640,10541946503473,52413568090417,54509586612529,79-2 - BF2-10,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: M,dbceac36-86d7-41c6-b273-8e37ca5b2b1c,10541935362353,52413536928049,54509555450161,79-2 - BF2-4,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: M,27f0dcc1-41c5-4876-b157-5d17b5edd79a,10541946503473,52413568057649,54509586579761,79-2 - BF2-9,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: S,5cc111dc-1c2b-46a3-8360-1dfb4e7fcc95,10541935362353,52413536895281,54509555417393,79-2 - BF2-3,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: S,f851931f-a085-437a-a375-b6f5c255dbf0,10541946503473,52413568024881,54509586546993,79-2 - BF2-8,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: XL,c0df6ed9-b425-47ce-ab52-87184c3dcbe7,10541935362353,52413536993585,54509555515697,79-2 - BF2-6,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: XS,79ff4d7b-ebc7-4f92-b60b-006c72ecee0f,10541935362353,52413536862513,54509555384625,79-2 - BF2-2,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Cotton Set - By Frankie,Size: XS,93236909-31e8-4f52-b89e-5e57954d7801,10541946503473,52413567992113,54509586514225,79-2 - BF2-7,79-2 - BF2,79-2 - BF2,no,yes,yes
Alina Set Long - Blue,Size: 10,43cb22a3-36cd-4ef6-9b98-a67142aed1cb,10075893694769,50294059598129,52347715027249,"W2031708-5, W2021741-2 - A13-3","W2031708-5, W2021741-2 - A13","W2031708-5, W2021741-2 - A13",no,yes,yes
Alina Set Long - Blue,Size: 12,704cb1af-a92f-4e4a-91c3-5cf02529aecb,10075893694769,50294059630897,52347715060017,"W2031708-5, W2021741-2 - A13-4","W2031708-5, W2021741-2 - A13","W2031708-5, W2021741-2 - A13",no,yes,yes
Alina Set Long - Blue,Size: 14,95a5c92c-8feb-4321-a7c6-0bea6ce3dca1,10075893694769,50294059663665,52347715092785,"W2031708-5, W2021741-2 - A13-5","W2031708-5, W2021741-2 - A13","W2031708-5, W2021741-2 - A13",no,yes,yes
Alina Set Long - Blue,Size: 8,b6bb26d5-f662-4e69-a467-54aaec6911bc,10075893694769,50294059565361,52347714994481,"W2031708-5, W2021741-2 - A13-2","W2031708-5, W2021741-2 - A13","W2031708-5, W2021741-2 - A13",no,yes,yes
All The Things Maxi - By Frankie,Size: L,9516cb5b-640e-4e3e-ad46-f85f4854b2bf,10609621369137,53119358173489,55220974354737,930-72 - T4-5,930-72 - T4,930-72 - T4,no,yes,yes
All The Things Maxi - By Frankie,Size: M,e25aadbf-62b7-4bbf-acb7-56f134897f76,10609621369137,53119358140721,55220974321969,930-72 - T4-4,930-72 - T4,930-72 - T4,no,yes,yes
All The Things Maxi - By Frankie,Size: S,9c46c0a1-a9f0-4128-b21e-2bbcba22e972,10609621369137,53119358107953,55220974289201,930-72 - T4-3,930-72 - T4,930-72 - T4,no,yes,yes
All The Things Maxi - By Frankie,Size: XS,83c861cd-3c54-4a2a-b7be-16706eef87fa,10609621369137,53119358075185,55220974256433,930-72 - T4-2,930-72 - T4,930-72 - T4,no,yes,yes
All The Things Shirt & Shorts Set - By Frankie,Size: L,7091a992-17c2-4d07-a57c-19e4a19ae9be,10607150793009,53110567338289,55212160516401,10-12 - T4-5,10-12 - T4,10-12 - T4,no,yes,yes
